id,start_time,end_time,duration,power,voltage,priority_t,priority_e
1,1713890574,1713891051,477,2.6876872271204535,5.047489423898999,0.3664360843996757,0.8844842114135419
2,1713889014,1713889375,361,2.854155679521659,5.041883584922431,0.5278631805785527,0.9325202031549821
3,1713914634,1713914986,352,2.6688393698717157,5.381881741131078,0.27347806703824673,0.8825080307585875
4,1713913254,1713913622,368,2.841059149448379,5.204030718710442,0.6421835591677508,0.382895097953976
5,1713981294,1713981552,258,2.533113325178579,5.3478215009677275,0.8144762593701675,0.4225189804520749
6,1713965814,1713966316,502,2.9854333103157686,5.133078316668494,0.7176239109898742,0.3684190084730622
7,1714091694,1714091911,217,2.756361661847943,5.433941657482605,0.6773335838496877,0.688223316116766
8,1714092354,1714092871,517,2.774592525660634,5.16595071897467,0.8189270922913874,0.8452114933654293
9,1714075374,1714075623,249,2.629696882674876,5.431968143468217,0.2851490912878297,0.19754149882145697
10,1714061574,1714061869,295,2.744136879769085,5.151779432307149,0.23666223533703667,0.9328882361373126
11,1714155714,1714156279,565,2.717506135128702,5.327716683792496,0.10895365368707988,0.2175256505066326
12,1714161594,1714161858,264,2.6886515988433377,5.450836436817137,0.9495168557017036,0.5024649946078229
13,1714238214,1714238697,483,2.889022152766606,5.179020412731782,0.558763954395444,0.23238214360639634
14,1714244154,1714244527,373,2.749647851064123,5.364078294866928,0.5090474790290168,0.9275833908396767
15,1714232994,1714233192,198,2.680820823172487,5.235667960351736,0.13707646413214772,0.34527223509015437
16,1714224174,1714224692,518,2.8027941134181087,5.389741655534533,0.22991528021229116,0.49635134435267647
17,1714328694,1714329147,453,3.048536013772324,5.420176639276751,0.3921336731946473,0.6263298992315137
18,1714320534,1714320830,296,2.8209244879249598,5.483999534801692,0.11042957588799428,0.1397243521713974
19,1714318794,1714318978,184,2.8025130318539437,5.159274797401342,0.8187919822812091,0.8884593635903143
20,1714352094,1714352404,310,3.0576268285251986,5.114394024103801,0.5428793160465082,0.7590356859454676
21,1714418634,1714419108,474,2.969434136055618,5.356019145793369,0.7539745077700888,0.24467490116171892
22,1714505754,1714506256,502,2.992209495716316,5.092647719309315,0.5653560803018665,0.6328343168967734
23,1714593054,1714593513,459,3.0526918972227777,5.150109052134605,0.7430680566757216,0.6086241493637818
24,1714571454,1714571763,309,2.919037955673185,5.1339762451169015,0.5954394466638196,0.875200531675715
25,1714591074,1714591461,387,2.4887086703836516,5.192801348960129,0.40615336687268633,0.10897589076791159
26,1714609674,1714609989,315,2.844743173330335,5.238593378561965,0.1591561155889324,0.9016685397617655
27,1714660314,1714660575,261,3.114139222713394,5.420530450608242,0.7682308772650819,0.6768588382128073
28,1714689594,1714689983,389,3.122193641322309,5.0703122238633656,0.47985660266886454,0.8184385469268329
29,1714685814,1714686157,343,2.8368436450651,5.331348554066602,0.20638574254820144,0.22687674224431487
30,1714766694,1714766974,280,2.671301522251514,5.383204237322229,0.7469238730398968,0.14674817002607912
31,1714755714,1714756161,447,2.8794313487678007,5.04207335610421,0.7342379050829682,0.33609585398289227
32,1714767354,1714767614,260,2.8274734042317538,5.062592992922176,0.3085600786381574,0.6044669117563378
33,1714755954,1714756439,485,2.5939450388080227,5.185429280267717,0.36510093474069005,0.7591358112701505
34,1714847574,1714847789,215,2.5674675388636614,5.155528602582684,0.8676642833177355,0.7098282028323952
35,1714835994,1714836252,258,2.8051918104536346,5.363723338994437,0.53095735525942,0.9831272155367767
36,1714933674,1714933869,195,2.8904984925812474,5.2471048763881365,0.1297676239315487,0.1918279355675243
37,1714948614,1714949152,538,2.6700980145982363,5.160002790723494,0.47336973180614983,0.29415677763050185
38,1714918974,1714919160,186,3.1027885812561964,5.03272074484993,0.8940680043578869,0.3585160013900891
39,1715008194,1715008367,173,2.870932214605961,5.35319393038008,0.4496127513436958,0.23410766486846146
40,1715017254,1715017449,195,2.7677116741224164,5.217781508545786,0.5120450688797258,0.17994093594060795
41,1715037774,1715037997,223,2.883027726958052,5.2024963721545925,0.9327520619411673,0.9232937342704134
42,1715012574,1715013033,459,2.7811621330879923,5.483911064023103,0.4631726443932107,0.8600321186164649
43,1715124714,1715124988,274,2.7862954694554585,5.360194504743423,0.2334193456062148,0.1354672487358048
44,1715122194,1715122463,269,2.787434386005523,5.48342775192673,0.7322496648313231,0.49545243507546954
45,1715100654,1715101027,373,2.7649516605838165,5.1385936289160865,0.2759281303386959,0.9560002094256568
46,1715122974,1715123539,565,2.767552471683761,5.221724618639039,0.5575919072306592,0.7477051879098562
47,1715218194,1715218787,593,2.4877324300529304,5.495994334747345,0.29165666174440186,0.8385218952335758
48,1715195454,1715195965,511,2.688462031948637,5.487560467954222,0.1656506249824986,0.460482331516587
49,1715205834,1715206235,401,2.6489301333724087,5.074092758811123,0.8016210152174249,0.2646267422882026
50,1715277774,1715277930,156,2.579903832698058,5.264797562291468,0.2768263050162938,0.5270911378552248
51,1715280474,1715280795,321,2.919570617199684,5.272496158067895,0.6671373247736171,0.2488240614729443
52,1715288574,1715289002,428,2.8454648650913663,5.167835343811043,0.14507818301212252,0.9470944090142183
53,1715285034,1715285207,173,2.8263300347328117,5.336132370329985,0.7987145803623794,0.6610934894273052
54,1715368014,1715368423,409,2.7681368151956804,5.273321178867302,0.4215202810990003,0.2309957658842272
55,1715446374,1715446960,586,3.0958743227890295,5.04350593132143,0.26021643850226456,0.22085598525456923
56,1715442474,1715443029,555,2.6234041440243736,5.314484045458495,0.671375227874611,0.7568070689200112
57,1715530374,1715530551,177,2.7730569848029853,5.09654800474808,0.7639765561686364,0.6922285324915073
