initialTime,duration,power,taskPriority,executionPriority,Execute,calculated_values
95.07143064099162,5.877108526405223,1.4939575981439996,0.7966813971913723,0.8054323292999863,1,inf
60.11150117432088,3.2470120797326736,1.1307323151287705,0.6740199190587927,0.6796972168333453,1,inf
30.42422429595377,2.6251781061460018,1.6946866525176854,0.7326990505902804,0.8860861088135163,1,1.2901456748072324e+149
36.63618432936917,9.73952420648831,1.1045157585720475,0.332456157148712,0.8260646845482855,1,3.575764877902507e+139
59.24145688620425,3.871904259189301,1.5130601248884956,0.6714791486672069,0.7379509473975921,1,inf
30.46137691733707,4.058874673912595,1.2281915697758667,0.432018927594506,0.9772799325664473,1,3.4880313310462162e+134
9.767211400638388,7.522900943758853,1.3024936574698691,0.9803687409421851,0.7938181039080396,1,14.821644287892376
32.53303307632643,6.64754916896533,2.0908637388138107,0.951423220845566,0.9919627472386433,1,2.1428398829717713e+129
28.093450968738075,4.792213020493632,1.1039131551085368,0.6485048201186882,0.8655623831722035,1,5.456780197916938e+104
80.21969807540397,1.994267018182552,1.5172416697760776,0.9650153694544719,0.9791515551006156,1,inf
98.68869366005173,3.5851509248867357,1.660430129742995,0.6760262880525475,0.8468872244289528,1,inf
77.12703466859458,4.4589398244371345,1.4775924227630786,0.9467337289233956,0.42906236930266595,1,inf
86.31034258755935,8.07710512973997,1.0543348424511196,0.7365352283347926,0.6923543061544142,1,inf
62.329812682755794,1.8046990208103355,1.130409182520984,0.8829938248297731,0.23333282264932664,1,inf
56.127719756949624,5.614196599148578,2.0466592623894826,0.8398016066644267,0.9288595498455656,1,inf
31.435598107632668,8.954072964670832,1.315909645670696,0.9145486638485589,0.548145202728022,1,1.9712847313633793e+97
22.879816549162246,7.26418556248413,1.5538089747556179,0.5894539894846972,0.8903843208552661,1,1.0400375445670043e+47
28.9751452913768,8.34249812491556,1.2814230560975168,0.6376882468959355,0.5639195667556237,1,8.335202909833666e+81
87.14605901877177,6.220775870540301,1.3042085664445457,0.8774700466544819,0.3409585714355583,1,inf
80.36720768991145,1.8233815365797938,1.880646836736698,0.7387231507265664,0.9172680665776807,1,inf
22.210781047073024,5.4628816157089375,1.025215039951518,0.8229838050417675,0.217891379626744,1,3.0113929471082683e+53
51.87906217433661,8.660862226438919,1.158813169286059,0.742881493667939,0.7287780544506475,1,inf
36.3629602379294,5.325279195939832,1.3748238881951644,0.5214490241668801,0.6650559890066311,1,5.835371636179103e+185
67.21355474058785,2.427445947637663,1.2839439795219878,0.9362806214689267,0.5402994067614997,1,inf
23.763754399239968,8.846591749707088,1.9007019578108253,0.8247432373470076,0.9576316462725879,1,8.556453553753306e+42
1.6587828927856152,9.830675602246812,1.1392822963248115,0.26023659798522936,0.9873361585795459,1,7661124843482.15
92.46936182785628,6.693597038205533,1.0663787091248524,0.309806875322469,0.6821916892550988,1,inf
89.85541885270793,3.912491972345871,1.0840493503428106,0.8588167711681547,0.9634799474743275,1,inf
10.147154286603211,7.149658389458547,1.5600746591009789,0.8587642793494722,0.5855637287933019,1,37.89787950405162
50.26370931051921,3.0695914530197754,1.096285671956707,0.6077526830956526,0.556464637348822,1,inf
2.431596643145384,5.258889160224014,1.370660359057429,0.9598628027134553,0.7665273162216272,1,31.805413601569597
64.54722959071678,9.713740851232496,1.1579383243816572,0.6163004859257241,0.7021074541137926,1,inf
85.300945546736,6.549852830686643,1.2298659941191337,0.6314189212183764,0.9693218122841789,1,inf
35.94911512197552,6.400184933073733,1.4748669367496126,0.6284264566145871,0.8137233437222274,1,2.777273443826601e+168
79.57926694361011,5.489993381062204,1.1418644322675469,0.79155820259137,0.3917424505622782,1,inf
9.3981939840869,1.087937626772653,1.0912974910047675,0.8825598767723473,0.05856530528453385,1,1252147054663.2173
12.706051265188478,8.205280291981746,1.0110115983208416,0.9680658120507589,0.39631262549822055,1,3229.217327624033
53.1354631568148,9.42591021619321,2.1440972867386017,0.9971823539029504,0.9395685890251657,1,inf
79.51861947687037,4.0550517328852544,1.2276767869532028,0.36957419942677316,0.8286529061182892,1,inf
61.17207462343522,8.107286564282312,1.0031302103829458,0.5180080664046248,0.9825212722560387,1,inf
24.773098950115745,5.483761448078251,1.1022707628842014,0.6711574733796887,0.8143867792687614,1,5.362225497870442e+71
4.600264202175275,9.773138459321048,1.2289752761318102,0.8904095172193285,0.380951845023475,1,55703.4588804842
70.36578593800236,7.122054181881622,1.7381060435218332,0.7587153211639207,0.9024032761106747,1,inf
17.320186991001517,8.814452548675424,1.160360028163807,0.6323913243283874,0.8204875844802748,1,75608976096678.06
62.58599157142364,1.3609827227123423,1.0202623680554868,0.24150062799283345,0.6314587925830206,1,inf
58.57755812734633,4.795488341861098,1.1328876887115498,0.38279876443638783,0.6256507894272765,1,inf
45.825289049151664,6.606699252071345,1.5900814153083125,0.6923589224610581,0.7636922693503205,1,5.837122589046951e+296
38.610263780077425,2.1841091661453382,1.0874781446178947,0.6363742815333744,0.6665219766930349,1,8.608768901487489e+255
41.26176769114265,1.6614707259701138,1.3337204033975056,0.8979191869576658,0.5412701109416781,1,2.6536028566927877e+302
93.07573256035647,8.459950292943486,1.6917549214757148,0.9961576734987788,0.842165376650381,1,inf
85.84127518430118,4.877987712956253,1.3089194944466476,0.8254156641239481,0.2966124821570931,1,inf
42.89940273750184,3.238428453288669,1.0508955198115018,0.844871347755229,0.07718753022646796,1,3.2082696541270365e+302
38.92016787341631,8.597534040722774,1.72918745639508,0.8580232710072292,0.9489806670470013,1,2.8289452322049532e+177
57.34378881232861,1.5137817048038338,1.055073439738931,0.3604268271414861,0.6418195168014353,1,inf
78.96181427945538,5.565113278195532,1.0467041926563718,0.6237430848640091,0.9567204338893498,1,inf
10.112267612279025,7.001778317914939,1.5768108756374914,0.4422938054511353,0.9224342836561245,1,71.0844000839706
70.62422271564962,2.816681069106535,2.08281521469517,0.9281820981139515,0.9925146201619713,1,inf
8.134878064189976,7.060891899924256,1.3082900863569742,0.9291395200154627,0.24067051475715306,1,6.962400795889754
94.72485773838586,2.594348105026473,1.6046664987029875,0.6495089297074473,0.9782206685265583,1,inf
75.33781852589416,8.543037606832993,1.3892476734097439,0.7151001612837,0.799157971104782,1,inf
22.359583851945263,8.836781053035333,1.9510920749736533,0.8373670797701507,0.9492731062456169,1,1.8801051201836713e+35
7.379656473539886,8.270613477471327,1.2613046876469258,0.9609201469288247,0.4183895333783335,1,8.542788041224043
96.9302535619099,8.18032283972771,1.2496416279336966,0.48849563265990537,0.5937806319434522,1,inf
62.75580800840635,1.0518279444830942,1.2975919388102313,0.9213075122129755,0.5702869387313905,1,inf
62.013259780153675,4.35926612466406,1.4064461821721745,0.6068469555401391,0.6949531193430477,1,inf
18.81211597237613,1.6587633139159927,1.7730810136460557,0.8829148165187222,0.7962436094563872,1,4.951102192025705e+56
68.47311725538793,4.421760569072713,1.4009490310568056,0.8973658657909319,0.49623922190081393,1,inf
41.48195023376652,3.5638561176573056,1.4214099277344063,0.9730767979122983,0.7498599312882688,1,2.484871663774871e+277
5.6375496650927115,8.22723308049397,1.0177265702269378,0.967761465269562,0.5721229637222063,1,19.23316347122936
61.81282404578958,9.666341877138219,1.1772094279393581,0.8646589218581401,0.40031283617299407,1,inf
77.23183917356393,6.698362380346201,1.1320196882804832,0.5634083644838541,0.7986557803566365,1,inf
52.01635011119934,9.562630079859913,1.6976410679389586,0.8038048904834751,0.9327529390603132,1,inf
75.5137255673619,8.558751725800484,1.153724150552327,0.08227232427706188,0.9317404033165082,1,inf
13.637147558676975,8.024729637194756,1.1004520229279475,0.05697872699736828,0.8797524022943436,1,1057634.7733464101
58.991768685463306,4.813644282838865,1.5905809880958865,0.7250060762991187,0.8973857174637149,1,inf
